number_of_tag_barcode,number_of_pcr_index,input_cell_number,sort_cell_number,collision_rate,total_nuclei,recovered_barcode,cluster_per_nucleus
384,232,200000,45,0.11015325670498084,10440,9855,40589
384,240,200000,45,0.10851851851851851,10800,10204,39200
384,248,200000,45,0.11424731182795698,11160,10512,38052
384,256,200000,45,0.11085069444444444,11520,10868,36805
384,264,200000,45,0.1037037037037037,11880,11255,35540
384,272,200000,45,0.10073529411764706,12240,11616,34435
384,280,200000,45,0.11134920634920635,12600,11885,33656
384,288,200000,45,0.11010802469135803,12960,12234,32696
384,296,200000,45,0.10878378378378378,13320,12586,31781
384,304,200000,45,0.11008771929824561,13680,12914,30974
384,312,200000,45,0.09935897435897435,14040,13328,30012
384,320,200000,45,0.10902777777777778,14400,13602,29407
384,328,200000,45,0.10677506775067751,14760,13956,28662
384,336,200000,45,0.10205026455026454,15120,14333,27908
384,344,200000,45,0.10251937984496123,15480,14669,27268
384,352,200000,45,0.11369949494949495,15840,14917,26815
384,360,200000,45,0.10907407407407407,16200,15301,26142
384,368,200000,45,0.10905797101449276,16560,15636,25582
384,376,200000,45,0.11317966903073286,16920,15938,25097
384,8,200000,47,0.1276595744680851,376,352,1136364
384,16,200000,47,0.12101063829787234,752,706,566572
384,24,200000,47,0.11879432624113476,1128,1061,377003
384,32,200000,47,0.1356382978723404,1504,1397,286328
384,40,200000,47,0.11595744680851064,1880,1770,225989
384,48,200000,47,0.10904255319148937,2256,2132,187617
384,56,200000,47,0.128419452887538,2632,2458,162734
384,64,200000,47,0.11369680851063829,3008,2833,141193
384,72,200000,47,0.11997635933806147,3384,3179,125826
384,80,200000,47,0.10478723404255319,3760,3559,112391
384,88,200000,47,0.11629593810444874,4136,3889,102854
384,96,200000,47,0.11170212765957446,4512,4255,94007
384,104,200000,47,0.10986088379705401,4888,4616,86655
384,112,200000,47,0.1145516717325228,5264,4955,80727
384,120,200000,47,0.11666666666666667,5640,5304,75415
384,128,200000,47,0.11702127659574468,6016,5659,70684
384,136,200000,47,0.10998122653316646,6392,6034,66291
384,144,200000,47,0.11007683215130024,6768,6392,62578
384,152,200000,47,0.10778275475923853,7144,6747,59286
384,160,200000,47,0.11422872340425531,7520,7079,56505
384,168,200000,47,0.11714792299898683,7896,7423,53887
384,176,200000,47,0.11508704061895551,8272,7787,51368
384,184,200000,47,0.10719241443108234,8648,8174,48936
384,192,200000,47,0.11502659574468085,9024,8495,47087
384,200,200000,47,0.11031914893617022,9400,8874,45076
384,208,200000,47,0.11661211129296235,9776,9192,43516
384,216,200000,47,0.11002758077226163,10152,9587,41723
384,224,200000,47,0.10761778115501519,10528,9952,40193
384,232,200000,47,0.11702127659574468,10904,10254,39009
384,240,200000,47,0.11303191489361702,11280,10629,37633
384,248,200000,47,0.11521962937542897,11656,10966,36476
384,256,200000,47,0.11220079787234043,12032,11347,35252
384,264,200000,47,0.11629593810444874,12408,11672,34270
384,272,200000,47,0.109590112640801,12784,12073,33132
384,280,200000,47,0.10972644376899696,13160,12420,32206
384,288,200000,47,0.11229314420803782,13536,12760,31348
384,296,200000,47,0.11623059229442208,13912,13089,30560
384,304,200000,47,0.11709126539753639,14288,13436,29771
384,312,200000,47,0.11790780141843972,14664,13782,29023
384,320,200000,47,0.11702127659574468,15040,14139,28291
384,328,200000,47,0.11072911261027504,15416,14547,27497
384,336,200000,47,0.10790273556231003,15792,14917,26815
384,344,200000,47,0.11417615042058386,16168,15230,26264
384,352,200000,47,0.10716876208897486,16544,15645,25567
384,360,200000,47,0.11158392434988179,16920,15960,25063
384,368,200000,47,0.11731036077705828,17296,16257,24605
384,376,200000,47,0.11311679492983251,17672,16650,24024
384,8,200000,49,0.15051020408163265,392,362,1104972
384,16,200000,49,0.10204081632653061,784,744,537634
384,24,200000,49,0.1054421768707483,1176,1113,359389
384,32,200000,49,0.11415816326530612,1568,1476,271003
384,40,200000,49,0.11122448979591837,1960,1846,216685
384,48,200000,49,0.12074829931972789,2352,2209,181077
384,56,200000,49,0.12208454810495627,2744,2573,155461
384,64,200000,49,0.13042091836734693,3136,2928,136612
384,72,200000,49,0.11819727891156463,3528,3315,120664
384,80,200000,49,0.11989795918367346,3920,3681,108666
384,88,200000,49,0.11525974025974026,4312,4059,98546
384,96,200000,49,0.12329931972789115,4704,4407,90765
384,104,200000,49,0.11872056514913658,5096,4786,83577
384,112,200000,49,0.11643586005830904,5488,5163,77474
384,120,200000,49,0.12091836734693878,5880,5518,72490
384,128,200000,49,0.10762117346938775,6272,5927,67488
384,136,200000,49,0.12259903961584634,6664,6249,64010
384,144,200000,49,0.12174036281179139,7056,6618,60441
384,152,200000,49,0.11627282491944146,7448,7007,57086
384,160,200000,49,0.11989795918367346,7840,7362,54333
384,168,200000,49,0.11819727891156463,8232,7739,51686
384,176,200000,49,0.11653525046382189,8624,8108,49334
384,184,200000,49,0.11302129547471162,9016,8498,47070
384,192,200000,49,0.11468962585034014,9408,8860,45147
384,200,200000,49,0.11357142857142857,9800,9233,43323
384,208,200000,49,0.1163657770800628,10192,9588,41719
384,216,200000,49,0.11564625850340136,10584,9960,40161
384,224,200000,49,0.11898688046647231,10976,10312,38790
384,232,200000,49,0.1261435608726249,11368,10634,37615
384,240,200000,49,0.11938775510204082,11760,11045,36215
384,248,200000,49,0.11545424621461488,12152,11434,34983
384,256,200000,49,0.12181122448979592,12544,11762,34008
384,264,200000,49,0.11641929499072357,12936,12168,32873
384,272,200000,49,0.1285264105642257,13328,12448,32134
384,280,200000,49,0.11158892128279883,13720,12938,30917
384,288,200000,49,0.11415816326530612,14112,13295,30086
384,296,200000,49,0.11907060121345836,14504,13631,29345
384,304,200000,49,0.11835392051557465,14896,13997,28578
384,312,200000,49,0.11767399267399267,15288,14371,27834
384,320,200000,49,0.11645408163265306,15680,14754,27111
384,328,200000,49,0.1136759581881533,16072,15140,26420
384,336,200000,49,0.12159863945578231,16464,15435,25915
384,344,200000,49,0.1193046986236355,16856,15829,25270
384,352,200000,49,0.11978200371057514,17248,16195,24699
384,360,200000,49,0.11536281179138322,17640,16603,24092
384,368,200000,49,0.11584960070984916,18032,16965,23578
384,376,200000,49,0.11973512809379071,18424,17302,23119
